,Stimulus Type,Stimulus Stream,Numbers,Position,Timepoints,Time Difference,Response
2,s1,S  6,6,2633,2.633,0.8380000000000001,0
11,s1,S  6,6,6810,6.81,0.47999999999999954,1
16,s1,S  6,6,8490,8.49,0.5280000000000005,1
36,s1,S  6,6,16012,16.012,0.7050000000000001,1
50,s1,S  6,6,21023,21.023,0.007999999999999119,0
58,s1,S  6,6,24374,24.374,0.08799999999999741,1
72,s1,S  6,6,29386,29.386,0.20400000000000063,1
77,s1,S  6,6,31063,31.063,0.24799999999999756,1
82,s1,S  6,6,32729,32.729,0.2849999999999966,0
91,s1,S  6,6,36072,36.072,0.3610000000000042,0
97,s1,S  6,6,38586,38.586,0.42799999999999727,1
113,s1,S  6,6,44436,44.436,0.3190000000000026,0
119,s1,S  6,6,46939,46.939,0.6280000000000001,1
124,s1,S  6,6,48616,48.616,0.6739999999999995,0
128,s1,S  6,6,50282,50.282,0.7079999999999984,0
134,s1,S  6,6,52792,52.792,0.7680000000000007,0
159,s1,S  6,6,61995,61.995,0.17799999999999727,0
163,s1,S  6,6,63661,63.661,0.21399999999999864,0
176,s1,S  6,6,68680,68.68,0.3300000000000125,0
184,s1,S  6,6,72022,72.022,0.4140000000000015,0
188,s1,S  6,6,73697,73.697,0.4549999999999983,1
193,s1,S  6,6,75367,75.367,0.4930000000000092,0
201,s1,S  6,6,78708,78.708,0.5729999999999933,0
209,s1,S  6,6,82058,82.058,0.652000000000001,0
218,s1,S  6,6,85400,85.4,0.6300000000000097,0
224,s1,S  6,6,87906,87.906,0.7900000000000063,0
232,s1,S  6,6,90416,90.416,0.04099999999999682,0
245,s1,S  6,6,95433,95.433,0.16500000000000625,1
250,s1,S  6,6,97105,97.105,0.2049999999999983,0
268,s1,S  6,6,104629,104.629,0.382000000000005,1
277,s1,S  6,6,107970,107.97,0.4609999999999985,1
286,s1,S  6,6,111312,111.312,0.5390000000000015,1
295,s1,S  6,6,114656,114.656,0.6200000000000045,1
303,s1,S  6,6,117161,117.161,0.671999999999997,1
