,Stimulus Type,Stimulus Stream,Numbers,Position,Timepoints,Time Difference,Response
23,s2,S 67,3,5319,10.638,0.24799999999999933,0
36,s2,S 67,3,7766,15.532,0.12599999999999945,0
49,s2,S 67,3,10625,21.25,0.8180000000000014,0
55,s2,S 67,3,11848,23.696,0.7640000000000029,0
74,s2,S 67,3,15521,31.042,0.5860000000000021,0
82,s2,S 67,3,17152,34.304,0.5060000000000002,0
115,s2,S 67,3,22863,45.726,0.22800000000000153,0
133,s2,S 67,3,26535,53.07,0.04200000000000159,2
145,s2,S 67,3,28986,57.972,0.7680000000000007,0
178,s2,S 67,3,35510,71.02,0.43599999999999284,2
183,s2,S 67,3,36329,72.658,0.402000000000001,2
196,s2,S 67,3,38777,77.554,0.29000000000000625,0
213,s2,S 67,3,41630,83.26,0.13800000000000523,2
222,s2,S 67,3,43261,86.522,0.06200000000001182,0
244,s2,S 67,3,47749,95.498,0.6720000000000113,0
256,s2,S 67,3,50200,100.4,0.5600000000000023,0
269,s2,S 67,3,52648,105.296,0.4440000000000026,0
291,s2,S 67,3,56725,113.45,0.23000000000000398,0
