,Stimulus Type,Stimulus Stream,Numbers,Position,Timepoints,Time Difference,Response
2,s1,S  2,2,1391,2.782,0.8300000000000001,1
16,s1,S  2,2,3899,7.798,0.5,1
28,s1,S  2,2,5991,11.982,0.6079999999999988,1
41,s1,S  2,2,8498,16.996,0.7199999999999989,1
50,s1,S  2,2,10172,20.344,0.804000000000002,0
55,s1,S  2,2,11006,22.012,0.022000000000002018,1
60,s1,S  2,2,11840,23.68,0.062000000000001165,0
73,s1,S  2,2,14352,28.704,0.19399999999999906,1
80,s1,S  2,2,15603,31.206,0.24200000000000088,1
96,s1,S  2,2,18531,37.062,0.39000000000000057,0
105,s1,S  2,2,20203,40.406,0.47399999999999665,1
118,s1,S  2,2,22709,45.418,0.5839999999999961,1
131,s1,S  2,2,25219,50.438,0.7120000000000033,1
145,s1,S  2,2,27724,55.448,0.006000000000000227,0
154,s1,S  2,2,29397,58.794,0.09399999999999409,1
163,s1,S  2,2,31071,62.142,0.17999999999999972,1
168,s1,S  2,2,31906,63.812,0.21600000000000108,0
186,s1,S  2,2,35252,70.504,0.10000000000000853,0
192,s1,S  2,2,36505,73.01,0.43600000000000705,0
208,s1,S  2,2,39430,78.86,0.5699999999999932,0
217,s1,S  2,2,41101,82.202,0.6479999999999961,1
222,s1,S  2,2,41937,83.874,0.6939999999999884,0
226,s1,S  2,2,42772,85.544,0.7259999999999991,0
238,s1,S  2,2,45283,90.566,0.0379999999999967,0
244,s1,S  2,2,46536,93.072,0.09600000000000364,0
257,s1,S  2,2,49046,98.092,0.22799999999999443,0
261,s1,S  2,2,49879,99.758,0.25799999999999557,0
269,s1,S  2,2,51553,103.106,0.3439999999999941,0
273,s1,S  2,2,52385,104.77,0.3739999999999952,0
283,s1,S  2,2,54480,108.96,0.48399999999999466,1
301,s1,S  2,2,57821,115.642,0.6359999999999957,0
312,s1,S  2,2,59913,119.826,0.7419999999999902,0
